sentiment,text,label
neutral,,1
neutral,decided auditor reimbursed according invoice,1
neutral,report fullyear result august,1
neutral,annual capacity mw,1
positive,main business area glass machinery group glaston technology global market leader glass processing machine,2
neutral,market share percent according ac nielsen data,1
neutral,product portfolio comprises harvester forwarders harvester head well crane loader,1
neutral,janis arbidans ceo yit celtnieciba said company focusing housing real estate development market,1
neutral,jeder betatester erhlt kostenlos sechs monate lang update und hat laut eigener aussage die mglichkeit die finale version zu beeinflussen,1
positive,job transferred finland however,2
neutral,joint procurement later extended factory baltic country,1
neutral,jon risfelt previously held operational executive position europolitan ericsson sa american express card travel division well nyman schultz ceo vodafone sweden ceo gambro renal product ceo,1
neutral,kaleva kustannus oy business id according notice august acquired alma medium share,1
neutral,karppinen expects consolidation trend continue finnish market,1
positive,kaupthing forecast significant price increase printing paper,2
neutral,kaupthing forecast finnishswedish stora enso close mill reisholz germany,1
neutral,kemira share closed xac u,1
positive,kesko food ltd press release kesko food ltd launching major tv campaign recruit many one hundred new kfood retailer,2
neutral,kesko store engaged chain operation nordic baltic country russia belarus,1
neutral,kirsi rantanen previously development director hk ruokatalo poultry business,1
neutral,koduextra operating retail chain store controlled finnish nonfood center ky rukax oy scantukka oy,1
neutral,koff market share volume market karhu,1
neutral,lnnen tehtaat food division reorganised two strategic business unit apetit frozen food jam apetit fish,1
neutral,last year firm also acquired realprojekti oy real estate development company advise capman property activity,1
neutral,later finnishmade house build area,1
neutral,lemminkinen started manufacture roofing felt production asphalt,1
neutral,like mechanical pipettors biohit also proline plus ceivd marked come year warranty,1
neutral,london afx intertek group plc testing inspection company said commercial electrical division bought finlandbased company natlabs oy etteplan oyj mln eur cash,1
neutral,loudeye corp nokia corp cent nokia agreed buy digital music distributor million,1
neutral,spokesperson told wwd expect mix clothing home decor,1
neutral,adp news dec finnish powersupply solution provider efore oyj omx efov said yesterday opened technology research development rd laboratory helsinki university technology,1
positive,adp news nov finnish powersupply solution provider efore oyj omx efov announced today launch opus dc latest power system opus product line,2
positive,adp news nov finnish cargo handling system service company cargotec oyj omx cgcbv said today acquired stake italian service company cv technoports srl cv service srl italian handli,2
neutral,adp news nov finnish paper packaging forest product company stora enso oyj omx sterv said today would invest eur million usd building power plant ostroleka mi,1
positive,adpnews nov four company agreed buy combined sek billion usd meur drug store offered sale part restructuring swedish statedowned pharmacy monopoly apoteket ab,2
neutral,acquisition sum disclosed,1
neutral,luna took fifth place sixunder shot behind spain beatriz recari germany martina eberl welsh player becky brewerton highestplaced british finisher sharing seventh place threeunder shooting,1
neutral,maggie ramsey wait thousand oregon washington guide angler others flock frequent seminar nearly,1
neutral,manavigatornovember deal snapshot swedish peab buy equipment rental firm cramo swedish construction company peab ab sto peab b announced acquisition equipment rental company cramo entreprenadmaskiner ab finnish group cramo oyj hel crav,1
neutral,marathon percent stake plx said according bloomberg,1
neutral,market data analytics derived primary secondary research,1
positive,martela said plan expand recycled furniture business elsewhere finland,2
neutral,may companiesandmarketscom delivered newstex report provides key data information meat fish poultry market finland,1
neutral,meanwhile alfa owns megafon altimo turkcell via stake cukurova holding,1
neutral,mercator use software logistic retail wholesale operation slovenia market southeastern europe,1
neutral,metsabotnia sell stake uruguayan company metsaliitto,1
negative,metso foundry jyvaskyla inc begin personnel negotiation temporary layoff personnel reduction jyvaskyla finland,0
neutral,metso foundry jyvaskyla oy discontinue production line september company said,1
neutral,metso foundry jyvaskyla oy discontinue production line september,1
neutral,metso oyj said sold spreader roll manufacturing business related asset town nokia southern finland group finnish investor operate business name finbow oy,1
positive,microsoft also churned courtship agreeing use navteq mapping service offered company nokia bought billion year ago,2
neutral,microsoft last week also issued first patch window operating system beta released day earlier,1
neutral,tonne asphalt mix used contract,1
neutral,mreal part finnish paper maker metsaliitto group due release secondquarter report around eet august,1
neutral,mreal corporation stock exchange release august pm mreal received eur million cash payment sappi mreal corporation part metsliitto group divested graphic paper business sappi limited end eur million,1
neutral,n group pay eur transaction price upon closing remaining sum,1
negative,national conciliator juhani salonius met party wednesday said far apart view propose mediation,0
neutral,nd disclosed,1
neutral,negotiation representative personnel regarding restructuring process ended,1
neutral,neither company use genetically engineered soy moment,1
neutral,neste oil publish third quarter result friday october approximately eet,1
neutral,new delhi feb korteniemi anneli helokunnas tuija peltola marjo keskinen jukka salminen jussi tusa kia janhonen risto nokia telecommunication oy espoo finland developed cable adjustment device,1
neutral,new novator product supposed exported,1
positive,new product launch finland double,2
neutral,niina nenonen marimekko current director clothing bag accessory line take role,1
neutral,change medium activity seen october compared september,1
neutral,decision sale issued existing treasury share ya global made yet,1
neutral,financial detail available,1
neutral,financial detail revealed,1
neutral,financial information provided,1
neutral,ev device involved action,1
neutral,nokia also negotiating product portfolio new company,1
neutral,nordea pankki suomi oyj according previously announced made forward contract alma medium corporation share,1
neutral,nordea chairman board han dalborg informed nomination committee reelection annual general meeting,1
neutral,nordea cheapest also couple debt,1
neutral,nordic business report january efore plc inaugurates new plant estonia communication ltd finnish power electronics manufacturer efore plc said tuesday january inaugurating new plant parnu estonia,1
neutral,nordstjernan make offer approximately one month september,1
neutral,number offer received contract two,1
neutral,nwc analysis,1
neutral,odell contacted state finland issue,1
neutral,okhta center area expected square metre office premise,1
neutral,okmetic used furnace contract manufacturing solar crystal,1
neutral,okmetic revised financial outlook based order book,1
neutral,august sampo stake nordea,1
positive,hand montevideo said two mill working area generate job,2
positive,wednesday announced government would propose granting licence two reactor one built fennovoima tvo,2
neutral,one also apply job directly ipad select cv attach covering letter appropriate position,1
neutral,one price category call preferred operator network another call operator network,1
neutral,operator need learn use one device multiple level application including voicedirected operation,1
neutral,originally posted pcmagcom security blog security watch,1
neutral,oriolakd spinoff finnish pharmaceutical group orion oyj wholesale division,1
neutral,northrhine westphalia issue benchmark year fixed rate deal euro,1
neutral,detail provided,1
neutral,objective yield significant part turnover russia couple year say solteq managing director hannu ahola,1
neutral,outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,1
neutral,pa jpmorgan chase co nyse jpm pohjoa bank joint leadmanagers senior unsecured deal,1
neutral,panostaja disclose purchase price,1
neutral,pharmaceutical market belgium global research data service published recently market analysis pharmaceutical market belgium,1
neutral,pharmaceutical market poland global research data service published recently market analysis pharmaceutical market poland,1
neutral,philip available comment report,1
neutral,pohjola cooperative bank continued combine branch office network,1
neutral,pohjola act manager issue bond listed nasdaq omx helsinki ltd,1
neutral,ponsse divide sale maintenance service network six geographical area,1
neutral,poyry plccompany announcement december pm pursuant poyry plc stock option program new share company subscribed since october stock option b,1
neutral,presentation material posted company website investor relation section webcast presentation tab,1
neutral,previously grimaldi held pct stake finnish company following takeover bid launched november,1
neutral,price talk midmarket swap plus bps area lead barclays bnpp ubs cba,1
neutral,prior transaction whose financial term disclosed alma medium owned kotikokki net,1
neutral,production facility july finnish investment group neomarkka oyj hel nembv said today buy former production facility kuitu finland ltd part negotiation option invest specialty cellulose fiber business,1
neutral,product include consumer electronics device mobile phone accessory settop box flat panel tv well system solution product infrastructure system module industrial segment product,1
neutral,proha plc euronext announced today may fullyowned subsidiary safran software solution agreed sell share safran north america llc sna holding investment group based norway,1
neutral,proline plus available adjustable single multichannel model fixed volume singlechannel model volume range micro litre ml,1
neutral,protalix closed friday american stock exchange giving market cap million,1
neutral,protalix developing genetically engineered protein plant cell,1
neutral,purchase mp snapper nothing else,1
neutral,rd loan,1
neutral,radiation today full service house expert radiation nuclear safety issue,1
neutral,raisio site main production plant well company headquarters,1
neutral,rapala vmc corporation rapala finlandbased company engaged manufacture distribution fishing equipment accessory,1
neutral,rautalinko resposnible also mobility service job division continued marek hintze,1
neutral,recently company decided build second identical plant site due commissioned toward end,1
neutral,retail chain suomen lhikauppa given index airline sa teliasonera broadband german retail chain lidl tele finland mobile subscription tallink shipping line power company helsinki energy,1
neutral,risto jalo chief executive dormus print also owner remainder company keep position acquisition,1
neutral,rlnordic part raiffeisenbankinggroup austria subsidiary raiffeisenleasing gmbh austria,1
neutral,rockwell collins provider flight deck cabin information management solution business aircraft operator,1
neutral,business sector building construction infrastructure construction technical building service,1
neutral,salcomp manufacturing oy pay eur million cash salcomp connection implementation sale transfer business,1
neutral,sampo housing loan bank unit finland sampo bank priced eurbn usd bn bond reuters reported,1
neutral,sampo plc jarmo salonen head investor relation group communication tel distribution nasdaq omx helsinki principal medium financial supervisory authority announcement distributed thomson reuters behalf thomson reuters client,1
neutral,san francisco marketwatch nokia corp world largest cellphone maker using consumer electronics show la vega introduce highend thin folding phone according medium report monday,1
neutral,sanoma magazine international invite shareholder holding approximately share sell share,1
neutral,scanfil plc global contract manufacturer system supplier communication industrial electronics,1
neutral,schwalm outoteccom eila paatela vice president corporate communication tel mobile email eila,1
neutral,sdm offer general rental equipment aluminium scaffolding power generator hoist customer construction sector,1
positive,service supplier efore plc streamline operation finland u finnish electronic system service supplier efore plc omx helsinki efov said tuesday february initiated statutory negotiation regarding streamlining operation finland,2
neutral,seventythree also extensive training product built latest archestra technology wonderware system platform,1
neutral,simultaneously alma medium purchased share arena interactive subsidiary arena partner focus mobile solution development,1
neutral,simultaneously merger plan another merger plan signed according suomen projektivuokraus oy subsidiary vtmrakennuskonevuokraamo oy would merged vtmrakennuskonevuokraamo oy,1
positive,singapore may july finnish air carrier finnair oyj hel fias said today open daily route singapore may part growth strategy asia,2
neutral,far known sell share owns personally,1
neutral,solidium hold per cent share solidium oy acquired per cent share tieto corporation approximately eur million,1
neutral,mln euro mln base acquisition price paid cash rest subscription offering total new ixonos share,1
neutral,layoff implemented using parttime employment contract,1
neutral,sonoco product co u packaging company said friday bought percent italy demolli industria cartaria spa already,1
neutral,sponda property investment company specialising commercial property largest city finland russia,1
positive,st petersburg oct primetass finnish tire producer nokian tyre plan invest million euro expansion tire plant city vsevolozhsk russia leningrad region company president kim gran told reporter thursday,2
neutral,stichting pensioenfonds abp share representing share capital voting right,1
neutral,stockholm march cybercom cybercom group hightech consultancy offer global sourcing endtoend solution,1
positive,stockmann swedish sector company ab lindex entered agreement september whereby stockmann whollyowned subsidiary make public tender offer lindex issued share,2
neutral,stora enso also meeting labor authority employment economic development centre representative government order find solution,1
negative,stora enso oyj largest papermaker october said would close four mill,0
neutral,subscriber china unicom nation second largest mobile phone operator china mobile expected release picture video blog internet via mobile phone march,1
neutral,sunrise resource operates russian nearshore development market whollyowned russian subsidiary personnel russia,1
neutral,swiss bank credit suisse international act investor locomotive manufacturing plant astana administration said,1
neutral,talvivaara mining company plc talvivaara mining lse talv finlandbased nickel mining business installed second production line metal recovery plant june,1
neutral,talvivaara mining company plc talvivaara mining company internationally significant base metal producer primary focus nickel zinc using technology known bioheapleaching extract metal ore,1
neutral,tampere science park finnish company owns lease build office property specialises facility technologyoriented business,1
neutral,target company tieto corporation business identity code date change holding january portion share vote current group holding oppohjola group central cooperative opk share represents share voting right,1
neutral,technopolis approximately customer company jyvaskyla,1
neutral,tecnomen headquartered espoo finland develops messaging charging solution telecomms operator service provider worldwide,1
neutral,tecnomen solution used prepaid postpaid billing charging rating voice video call data traffic kind content service mobile fixed network,1
neutral,tecnomen system feature new range valueadded service prepaid postpaid billing charging rating voice call data traffic kind content service mobile fixed network,1
neutral,teliasonera subsidiary mobile operator emt estonia created world first mobile identification service make possible vote via mobile phone,1
positive,teliasonera said million invested next year region bring mobile coverage nepal population,2
negative,temporary layoff affecting entire workforce also implemented,0
neutral,teollisuuden voima oyj finnish utility known tvo said shortlisted mitsubishi heavy euapwr model along reactor areva toshiba corp ge hitachi nuclear energy korea hydro nuclear power co,1
neutral,term acquisition disclosed,1
neutral,term disclosed,1
neutral,thanks development system enables trace origin palm oil us know exactly palm oil produced,1
neutral,square metre technology center located near university tampere central tampere,1
neutral,megawatt wind farm planned raahe would built offshore front ruukki raahe work,1
neutral,acquired plant annual capacity tonne production sold domestic customer,1
neutral,acquisition expected take place end august,1
neutral,acquisition avc systemhaus majority stake cableway increase number teleste personnel,1
neutral,acquisition financed billion debt arranged goldman sachs co,1
neutral,airline targeting travel agent tour operator travel management company raise awareness first targeting consumer added,1
neutral,annual report contains financial statement consolidated financial statement report board director auditor report,1
neutral,annual report sent automatically shareholder holding least sampo plc share,1
neutral,apple inc iphone wo nt change game plan verizon communication inc chief executive ivan seidenberg said wednesday,1
neutral,approximately dwt vessel ordered india,1
neutral,arrangement apply group unit outside finland,1
neutral,bank land acquired private banking business asset management share brokerage business kaupthing sweden early,1
neutral,bank tokyomitsubishi ufj ltd acted agent loan,1
neutral,bank vtb provides mortgage loan buy apartment complex per annum ruble,1
neutral,biggest seller chain supermarket finland organic pirkka tomato carrot egg meat product,1
neutral,bond value eurm maturity year,1
neutral,bridge built south existing bridge spanning strait,1
neutral,building house example respecta oy jyvaskyla premise well company announced later say samuel koivisto director technopolis operation jyvaskyla,1
neutral,business goal realize temporary layoff carried summer saving measure,1
neutral,business unit investlesprom group cover full forest industry chain group owns forest sawmill paper pulp mill processing plant,1
neutral,business divested offer dairy edible fat readymeal icecream packaging multinational local customer,1
neutral,casing comprises first side casing member provided first side vat segment second side casing member provided second side vat segment least first side casing member pivotable rotation axis,1
neutral,change take effect january estimated impact number employee,1
neutral,city invite however public procurement tender tailormade public furniture park bench litter receptacle public toilet well bus shelter street light,1
neutral,combined value order almost eur mn,1
neutral,combined value order eur mn,1
neutral,combined value planned investment eur mn,1
neutral,company aim close deal end year,1
neutral,company also said sell approximately hectare land city valkeakoski end year part job job program,1
neutral,company give palm oil altogether however,1
neutral,company disclose price acquisition,1
neutral,company distributes hiab product well product,1
neutral,company present hold share,1
neutral,company disclose sum applied,1
neutral,company expects meat purchase remain mn kilo,1
neutral,company expects open first online shop u summer,1
neutral,company decided stop operation ruukki construction division latvia lithuania concentrate production logistics parnu estonia,1
neutral,company intends launch housing development acquired land plot construct square metre housing per annum,1
neutral,company headquartered sievi finland listed nordic exchange helsinki,1
neutral,company may time possession one tenth share maximum,1
neutral,company operates power plant tyumen chelyabinsk region khantymansi autonomous district,1
neutral,company operates worldwide employ total approximately person,1
neutral,company reiterates outlook,1
neutral,company board director propose dividend eur per share annual general meeting scheduled held march,1
neutral,company board director would propose dividend eur per share,1
neutral,company board director would propose dividend eur per share,1
neutral,company equipment rental portfolio consists primarily tool small midsized customer construction industry,1
neutral,company model based developer contracting construction project customer focused project management,1
neutral,company said result third quarter include nonrecurring item,1
neutral,company say measure longer needed,1
neutral,company serf approximately customer country,1
neutral,company serf customer various industry including process resource industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology well catering household,1
neutral,company supposed deliver machinery veneer mill tomsk region russia,1
neutral,company also shut one paper machine finland one austria well two label paper machine finland month helsinkibased upm said yesterday,1
neutral,company disclose detail including anticipated transaction timetable name new investor within one week,1
neutral,company issue inaugural eurobond deal near future subject market condition,1
neutral,company propose dividend eur per share,1
neutral,compnay also said would lower price development project one third compared last november,1
neutral,construction project scheduled start second quarter new building scheduled place end,1
neutral,contract also includes installation work new multistorey carpark close vehicle,1
neutral,contract comprises log handling line peeling line veneer drying grading line,1
neutral,contract cover supply temporary heating equipment lkab new pellet plant kiruna northern sweden,1
neutral,contract allotted per lowest price criterion,1
neutral,contract includes design construction delivery equipment installation commissioning,1
neutral,contract includes software licence application maintenance training,1
neutral,contract incorporates convergent charging rating solution voice data includes internet gprs sm mm wap,1
neutral,contract next year,1
neutral,contract take effect five ten year period,1
neutral,contract raute corporation muling kemian wood product co ltd announced november taken effect,1
negative,contract employee bluecollar worker ended march august,0
negative,current layoff additional temporary layoff agreed december may,0
neutral,cv proposed member available viewing march onwards internet,1
neutral,deal also includes tenyear maintenance agreement,1
neutral,deal includes option cramo buy minority stake,1
neutral,deal includes entire personnel planmill oy transfer new company socalled old employee,1
negative,decision mean temporary layoff fixed duration company nastola jyvaskyla unit southern central finland respectively,0
neutral,decision french court relates claim raised twentyone former aspocomp sa employee company said,1
neutral,divested stake represented share okmetic capital,1
neutral,dividend payable annually shall deducted share subscription price,1
neutral,duration contract month,1
neutral,duration layoff per employee vary one six week,1
neutral,ecb mainly target inflation,1
neutral,efore plant saarijarvi central finland one largest employer region,1
neutral,employee negotiation address measure needed adjust operation present production situation,1
neutral,energy shot packed millilitre bag screw cap,1
neutral,engine electrical output kw making largest gas powered generating set world,1
neutral,estonian parliament set vote amendment excise duty law wednesday would add kroon price liter diesel kroon price liter gasoline start,1
positive,executive group participate adjustment fixedterm salary cut,2
neutral,exercise price option based safran software solution license maintenance sale well result company,1
neutral,facility used refinance citycon existing credit facility company said,1
neutral,fair value capman plc investment september amounted meur,1
neutral,financial detail acquisition disclosed,1
neutral,financial detail transaction disclosed,1
neutral,financial statement interim report released around finnish time given date,1
neutral,financial statement release available publishing company internet page,1
neutral,finnish company also reached arrangement regarding working hour annual holiday,1
neutral,finnish paint company acquired remaining pct ukraine lgu undisclosed sum,1
neutral,finnish real estate investment company interavanti oyj said monday september agreed sell ownership finnish ticket service company lippupiste oy ct eventim ag managing director lippupiste oy,1
neutral,firm headquartered vantaa southern finland employee,1
neutral,firm service include copying printing cadmodelling digital printing scanning sokopro project bank courier service,1
neutral,first four new shopinshops opened spring madison avenue new york well chicago los angeles san francisco,1
neutral,fixed acquisition price amount nok approximately eur million additional price nok eur million maximum,1
neutral,fixedterm contract mr jarmo ukonaho current general manager incap indian operation finish end year,1
neutral,flagship open fall manhattan flatiron district toy building fifth avenue,1
neutral,full midnighttrader extendedhours trading analysis news service available realtime comtex,1
neutral,fullfunction pc weighs kilogram measure slightly two centimeter thin,1
neutral,government instead proposed exchange state stake lmt teliasonera stake lattelecom,1
neutral,group reiterated forecast handset manufacturer sell around mln unit year globally,1
neutral,group business sector building construction infrastructure construction technical building service building product,1
neutral,group said intends initiate within year process buyout minority shareholder ragutis aim becoming sole owner company,1
neutral,gypsii mobile social networking application available china chinese english language support,1
neutral,handset maker disclose financial detail,1
neutral,hosting mobile terminal guide information flow participating terminal optionally network server may assist hosting mobile terminal,1
neutral,huge bridge girder delivered site plant ylivieska finland,1
neutral,idea saving electricity data transfer still new one,1
neutral,identity buyer yet known,1
neutral,insolvency act regulates amount debt borrower permitted write,1
neutral,intent article focus attention fact development model china followed different model india followed,1
neutral,investment would eurm,1
neutral,latest result included pershare charge cent stock compensation cent research development cent strategic investment,1
neutral,layoff start gradually last one six week,1
neutral,machinery ordered placed new mill annual production capacity overlaid birch plywood,1
neutral,major part delivery include different ac cxe amplifier solution product belgian dinh telecom broadband solution company acquired teleste spring,1
neutral,major part delivery include different ac cxe amplifier solution product dinh telecom company acquired teleste last spring,1
neutral,market share volkswagen passenger car finland percent audi market share percent seat share percent,1
neutral,market value one crane usdm reported finnish news agency stt,1
neutral,market almost completely controlled three bank nordea op bank group sampo,1
neutral,maximum grade veneer yield calculated based dimension grade veneer product well iterating place peeling ax simulating peeling process,1
neutral,maximum obligated total trade per day isk market value,1
neutral,mediumterm operative target company remain unchanged,1
neutral,met located central business district cbd bangkok,1
neutral,significant challenger market logset samporosenlew,1
neutral,name buyer disclosed,1
neutral,name newspaper publishing printing division sanoma changed sanoma news,1
negative,negotiation resulted reduction people regular employment around half covered pension arrangement,0
neutral,network test business part elektrobit test automation business segment employ people finland people abroad mainly u asia,1
neutral,new chain discount store supermarket,1
neutral,new company diapol srl would manufacture tool meant glass stone preprocessing,1
neutral,new kroksberg railway tunnel built new section track harnosand veda forming part line follows coast gulf bothnia,1
neutral,new location nt change wellmont store air transport service,1
neutral,new name sanoma division sanoma news,1
neutral,new share provide shareholder full shareholder right,1
neutral,new unit become one largest one within company,1
neutral,notice entirety proposal nomination committee board published least four week april company website post och inrikes tidningar dagens industri,1
neutral,number class share remains unchanged share,1
neutral,number magazine newspaper reader remained unchanged,1
negative,number permanent reduction clerical worker employee finland,0
neutral,objective trading share commence may,1
neutral,online ice chart show ice area estonia sea port coast gulf finland,1
neutral,order includes log handling line peeling line drying line production parquet base layer veneer plyfa hassela mill central sweden,1
neutral,order followon mln euro mln deal made july,1
neutral,order included metso fourth quarter order backlog,1
neutral,order related renewing network telecommunication operator,1
neutral,order part longterm development plan latvijas finieris,1
neutral,order consist total panel liftaway weatherdeck hatch cover delivered container vessel capacity ranging teus,1
neutral,deal process crane russian steel mill pntz pervorouralsky order placed turkish construction company gama endustri tesisleri imalat montaj,1
neutral,two seller finnish national fund rd sitra oras invest oy also sold half shareholding leaving pct pct company respectively,1
neutral,outsourcing agreement cover equipment depot turku tampere run five year cramo said thursday,1
neutral,owner participated business operation company continue poyry employment transaction,1
neutral,party therefore agreed leave avena deal,1
neutral,passenger tunnel expected put operation,1
neutral,permanent magnet generator power converter today preferred solution new wind turbine design company said,1
negative,personnel reduction carried anjalankoski hollola jyvaskyla jarvenpaa karhula turku valkeakoski unit,0
neutral,personnel expertise high level technology play major role exel composite operation,1
neutral,plant expected enter commercial operation mid,1
neutral,plant expected start production first half,1
neutral,plant collect raw material baltic sea region,1
neutral,plant go stream november estimated daily production litre bioethanol,1
neutral,platen edge contact band provided seal protrusion directed towards middle area platen mean provided exert maintain pressure volume defined platen band seal,1
neutral,platform would continue development framework symbian meego,1
neutral,point village designed scott tallon walker include shopping center office premise hotel cinema,1
neutral,port facility throughput teus mln ton general cargo,1
neutral,power generated annually loviisa cover finland electricity consumption,1
neutral,power supply dc power system inverter designed manufactured efore system incorporating used many different application,1
neutral,presentation material viewed company website english conference,1
neutral,previous offer voting right capital,1
neutral,price gmo soy lower nongmo,1
neutral,price stainless steel also rose europe,1
neutral,process product order installation separationfiltration equipment three natural gas pipeline project china south america saudi arabia,1
neutral,product advisory apply nokiabranded battery company said,1
neutral,project also implies underground parking lot vehicle,1
neutral,property purchased swedish private equity real estate firm niam goldman sachs whitehall street real estate fund,1
neutral,proposal board director make annual general meeting attached whole release,1
neutral,proposed consolidation activity impact approximately position,1
neutral,purchase price disclosed,1
negative,reduction notice applied people,0
neutral,reduction concluded autumn,1
neutral,reduction implemented immediately beginning october,1
neutral,reduction implemented mainly course first half,1
neutral,repo rate gradually reach end according nordea economic outlook,1
neutral,report profile company including many key niche player including major nonwovens manufacturer ahlstrom corporation asahi kasei corporation buckeye technology inc ei,1
neutral,report emailed within business day order,1
neutral,rme telcontar enables handset calculate best route includes support userdefined route feature navigability multimodal routing via foot ferry,1
neutral,sale food potato business part raisio plan streamline clarify business operation,1
neutral,sale price disclosed,1
neutral,sale price disclosed,1
neutral,second variant offer complete final finishing selected apartment foreign high quality material finland denmark germany france,1
neutral,secondary antenna also used reception high power signal radar calibrate transmission channel radar,1
neutral,segu company pkc polish unit form business servicing western european market annual sale hundred million employee finnish company ceo harri suutari said,1
neutral,seller include shareholder including intellibis management employee investor,1
neutral,seller eos innovationsmanagement group private individual,1
neutral,seller founder company,1
neutral,serial bond part plan refinance shortterm credit facility,1
neutral,share capital basware corporation,1
neutral,share capital biotie therapy corp constitutes share aggregate number voting right attached share amount,1
neutral,share sale foreign finnish investor expected raise euro million u million,1
neutral,share subscription period stock option april march,1
neutral,share represented total share capital total voting right,1
neutral,share shall acquired according rule nasdaq omx helsinki otherwise according rule related acquisition company share,1
neutral,share subscribed eligible trade following day registration,1
neutral,size cider bottle remain unchanged,1
neutral,solution expanded include ground staff task,1
neutral,start negotiation relating glaston efficiency program announced october,1
neutral,study expected provide proof pharmacodynamic activity human corroborate safety profile establish dose range therapeutic study,1
neutral,subject project provide company like software programming consultancy service computerrelated service data service computer support consultancy service internet service etc,1
neutral,swedish player became majority owner ucell mid,1
neutral,talk involved food ingredient division well group service function company said,1
neutral,technology park built near st petersburgbased pulkovo airport,1
neutral,technology become available business fourth quarter nokia said,1
neutral,tecnomen convergent charging solution includes functionality prepaid postpaid billing charging rating voice call video call raw data traffic type content service mobile fixed network,1
neutral,tekla structure installation built according microsoft requirement window certification company added,1
neutral,total number voting right,1
neutral,total restructuring cost expected eur mn eur mn booked december,1
neutral,total service concept also includes technology service raute support customer throughout entire life cycle investment,1
neutral,total size complex around project constructed stage,1
neutral,total value delivery eurm,1
neutral,total value order placed aspo marine transportation subsidiary esl shipping oy eur million usd,1
neutral,train expected cross russian territory day reaching vostochny port,1
neutral,transaction cover building lot sq factory building sq since autumn scanfil discontinued production operation oulu facility partly leased party,1
neutral,transaction expected finalized dec,1
neutral,transaction subject final agreement party approval decisionmaking body approval finnish competition authority,1
neutral,transaction announced september pohjola insurance agreed pay eur million usd cash pohjantahti,1
neutral,turbine expected launched end,1
neutral,use validation rule base enables verifying processing rule base managed different administrator fulfil set requirement,1
neutral,value order eur mn,1
neutral,value order around eur million,1
neutral,value order eur mn,1
neutral,value order eur mn,1
neutral,value order eur,1
neutral,value order nearly eurm,1
neutral,value order usd mn,1
neutral,value order usd mn,1
neutral,value order eur mn,1
neutral,value order eur mn,1
neutral,value order eur mn,1
neutral,value order eur mn,1
neutral,value total investment eur mn,1
neutral,webcast may followed online company website,1
neutral,venture recently agreed buy motorola wireless network business billion deploy lightsquared national g network,1
neutral,vessel largest fastest ropax vessel world built fincantieri,1
neutral,whitehall street real estate fund invest real estate real estate related asset principally acquisition real estate company real property mortgage loan,1
neutral,volume investment two phase project estimated usd mn eur mn,1
positive,volume expected increase next year,2
neutral,world glass coming egypt invite visitor around world attend glass world exhibition register,1
neutral,name yet released,1
neutral,substitute ac drive,1
neutral,seem enough hour day pekkarinen,1
neutral,return flight stuttgart every morning well evening departure thursday friday sunday,1
neutral,therefore phase iii research conducted abbott,1
neutral,include software development internet mobile telephone content communication valueadded software financial service security application system integration electronics ebrd informed,1
neutral,include software development internet mobile telephone content communication valueadded software financial service security application system integration electronics,1
neutral,module product available trial q volume delivery q,1
neutral,section put place form loadbearing steel structure bridge say sami eronen senior vice president infrastructure northern europe ruukki construction,1
neutral,used control speed electric motor used industry municipal engineering power generation using renewable energy,1
neutral,sunk depth metre fixed bottom mud vacuum,1
neutral,amount included pensionable salary,1
neutral,corrensponds percent okmetic share capital voting right,1
neutral,corresponds percent okmetic share capital voting right,1
neutral,includes eur mn change fair value investment property,1
neutral,done domestically neighboring market organically acquisition,1
neutral,would huge process,1
neutral,new production line novator mill veliky ustjug vologda oblast sveza change current birch plywood production targeting domestic market produce overlaid birch plywood global market,1
neutral,nordic exchange omx offer access approximately percent nordic baltic security market,1
neutral,tiimari registered share capital share per today,1
neutral,tikkurila division kemira group control russian market field owns st petersburg paint producer tex,1
neutral,tn mean handset support teliasonera telia navigator global positioning system service,1
neutral,treatment product usa canada mexico australia brazil today global research data service going publish several market analysis market water treatment product selected country,1
neutral,two contract turntable anode vibrocompactors delivered gansu hualu aluminum co ltd another unnamed costumer,1
neutral,tyrvaan sanomat published twice week tyrvaan sanomat oy appears sastamala kiikoinen,1
neutral,usbased corp talk scandinavian telecom company teliasonera sell stake uzbek cellular operator coscom executive coscom told interfax,1
neutral,uncertainty still exist however,1
neutral,contract ericsson double number radio base station elisa network coming year,1
neutral,deal know pay sekm usd meur cash stock,1
neutral,plan cs worked together public policy management institute ppmi partner building total area square meter built territory first phase,1
neutral,unilever turun sinappi made sweden hold market,1
neutral,union company official return call yesterday,1
neutral,upm talking myllykoski creditor bank nordea sto nda nordic investment bank danske bank cph danske sampo bank deal paper said,1
neutral,upm aim secure botnia strategic development investment,1
neutral,upon completion transaction metso stake amount,1
neutral,upon establishment plan directed approximately person,1
neutral,vacon recently announced plan build north american headquarters business park chambersburg,1
neutral,vaisala headquartered helsinki finland develops manufacture electronic measurement system meteorology environmental science traffic industry,1
neutral,vaisala present weather detector measure visibility km well precipitation type intensity,1
neutral,water treatment product australia today global research data service going publish market analysis market chemical water treatment product australia,1
neutral,taking marimekko distinctly significant scale,1
neutral,think,1
neutral,negotiation started neste oil anticipated people would affected,1
neutral,product manufactured finland also packed country,1
neutral,give bedroom cool makeover summer,1
